id,collection_id,name,sku,description,size,cost_price,sale_price,discount_percentage,discount_active,tax_percentage,status
1,1,Nooraya,FW25-0150-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
2,1,Nooraya,FW25-0150-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
3,1,Nooraya,FW25-0150-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
4,1,Nooraya,FW25-0150-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
5,1,Aleeza,FW25-0160-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
6,1,Aleeza,FW25-0160-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
7,1,Aleeza,FW25-0160-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
8,1,Aleeza,FW25-0160-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
9,1,Sereneh,FW25-0140-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
10,1,Sereneh,FW25-0140-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
11,1,Sereneh,FW25-0140-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
12,1,Sereneh,FW25-0140-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
13,1,Aabroo,FW25-0130-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
14,1,Aabroo,FW25-0130-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
15,1,Aabroo,FW25-0130-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
16,1,Aabroo,FW25-0130-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
17,1,Elaya,FW25-0120-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
18,1,Elaya,FW25-0120-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
19,1,Elaya,FW25-0120-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
20,1,Elaya,FW25-0120-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
21,1,Naaz,FW25-0110-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
22,1,Naaz,FW25-0110-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
23,1,Naaz,FW25-0110-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
24,1,Naaz,FW25-0110-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
25,1,Inaaya,FW25-0100-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
26,1,Inaaya,FW25-0100-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
27,1,Inaaya,FW25-0100-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
28,1,Inaaya,FW25-0100-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
29,1,Yalina,FW25-090-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
30,1,Yalina,FW25-090-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
31,1,Yalina,FW25-090-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
32,1,Yalina,FW25-090-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
33,1,Zareen,FW25-080-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
34,1,Zareen,FW25-080-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
35,1,Zareen,FW25-080-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
36,1,Zareen,FW25-080-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
37,1,Silaah,FW25-070-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
38,1,Silaah,FW25-070-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
39,1,Silaah,FW25-070-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
40,1,Linaah,FW25-060-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
41,1,Linaah,FW25-060-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
42,1,Linaah,FW25-060-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
43,1,Linaah,FW25-060-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
44,1,Cyana,FW25-050-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
45,1,Cyana,FW25-050-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
46,1,Cyana,FW25-050-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
47,1,Cyana,FW25-050-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
48,1,Meher,FW25-040-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
49,1,Meher,FW25-040-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
50,1,Meher,FW25-040-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
51,1,Meher,FW25-040-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
52,1,Avelyn,FW25-030-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
53,1,Avelyn,FW25-030-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
54,1,Avelyn,FW25-030-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
55,1,Avelyn,FW25-030-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
56,1,Zayrah,FW25-02-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
57,1,Zayrah,FW25-02-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
58,1,Zayrah,FW25-02-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
59,1,Zayrah,FW25-02-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
60,1,Nura,FW25-01-S,2-PIECE PRINT,S,6250.00,6250.00,0.00,0,0.00,active
61,1,Nura,FW25-01-M,2-PIECE PRINT,M,6250.00,6250.00,0.00,0,0.00,active
62,1,Nura,FW25-01-L,2-PIECE PRINT,L,6250.00,6250.00,0.00,0,0.00,active
63,1,Nura,FW25-01-XL,2-PIECE PRINT,XL,6250.00,6250.00,0.00,0,0.00,active
64,2,Sahara Gold,TSP-25110-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
65,2,Sahara Gold,TSP-25110-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
66,2,Sahara Gold,TSP-25110-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
67,2,Sahara Gold,TSP-25110-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
68,2,Noir,TSP-25210-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
69,2,Noir,TSP-25210-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
70,2,Noir,TSP-25210-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
71,2,Noir,TSP-25210-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
72,2,Midnight Haze,TSP-25310-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
73,2,Midnight Haze,TSP-25310-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
74,2,Midnight Haze,TSP-25310-L,2-PIECE SOLID,L,5250.00,5250.00,0.00,0,0.00,active
75,2,Midnight Haze,TSP-25310-XL,2-PIECE SOLID,XL,5250.00,5250.00,0.00,0,0.00,active
76,2,Amethyst,TSP-25410-S,2-PIECE SOLID,S,5250.00,5250.00,0.00,0,0.00,active
77,2,Amethyst,TSP-25410-M,2-PIECE SOLID,M,5250.00,5250.00,0.00,0,0.00,active
