id,dress_id,barcode,status,size_discount_percentage,size_discount_active,sold_at,returned_at,created_at,updated_at
294,67,5071502294,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
295,78,5071502295,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
296,89,5071502296,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
297,111,5071502297,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
298,122,5071502298,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
299,133,5071502299,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
300,11,5071502300,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
301,22,5071502301,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
302,33,5071502302,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
303,44,5071502303,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
304,55,5071502304,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
305,66,5071502305,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
306,77,5071502306,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
307,88,5071502307,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
308,110,5071502308,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
309,121,5071502309,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
310,132,5071502310,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
311,10,5071502311,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
312,139,5071502312,available,0.00,0,,,"2025-01-01 00:00:00","2025-01-01 00:00:00"
